Ano,Ciclo,Programa,Nome da Startup,Site,Estado,Status,Área de Negócio,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,Dispositivo para Medir as Impurezas dos Combustíveis - DMIC,,Paraíba,Acelerada,Automóveis,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,DynamicFlow (DyFlow),https://lp.iform.online/,Amapá,Graduada,Tecnologia da Informação e Comunicação,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,Easy Ofertas,http://www.easyofertasapp.com.br,Santa Catarina,Acelerada,Comércio Eletrônico,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,Ego Tecnologia e Mediação na Saúde Mental - Ego2Save,https://www.ego2save.com,,Graduada,Saúde,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,ELMO,http://www.elmosolution.com,Paraíba,Acelerada,Alimentos,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,eMecânico,https://www.emecanico.com.br/,São Paulo,Acelerada,Automóveis,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,"EmpreendaRio, a Gestão Empresarial fácil para empreender",https://empreendario.com.br,Rio de Janeiro,Acelerada,Tecnologia da Informação e Comunicação,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,Evolutris,http://www.evolutris.com.br,São Paulo,Graduada,Saúde,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,Expandify,http://expandify.com.br/,São Paulo,Graduada,Varejo,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,Faço a Conta,http://www.facoaconta.com.br,Amazonas,Graduada,Setor financeiro,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,Finesse,http://finesse_on,São Paulo,Graduada,Cosméticos,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,Fishing Booking,https://fishingbooking.com.br/,Minas Gerais,Acelerada,Pesca,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,Flash Reader,https://www.instagram.com/flashreaderbr/,Santa Catarina,Graduada,Educação,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,Flowi,http://www.flowi.eco.br,Distrito Federal,Acelerada,Tecnologias Sustentáveis e Verdes,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,G&P Finanças para Mulheres Negras,https://gepfinancas.com.br,São Paulo,Graduada,Setor financeiro,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,Gen&Vita,https://sites.google.com/view/gnv-biotech/home,São Paulo,Graduada,Agronegócio,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,GIFT & LOVE,http://Giftlove.com.br,Amapá,Graduada,Outros serviços,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,Global Touch,http://www.globaltouch.com.br,Espírito Santo,Graduada,Outros serviços,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,Gubi Tecnologia Educacional,https://gubi.com.br/,São Paulo,Graduada,Educação,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,Hapy,https://hapy.com.br,Rio Grande do Sul,Graduada,Eventos,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,Hedera,https://instagram.com/app.hedera,Minas Gerais,Acelerada,Saúde,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,HelpCars,https://helpcars.com.br,São Paulo,Acelerada,Automóveis,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,HRmione,https://bento.me/hrmione,Maranhão,Graduada,Recursos Humanos,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,Hubee design,http://Hubee.co,São Paulo,Graduada,Eletroeletrônicos,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,Humano3D,http://www.humano3d.com.br,Amapá,Acelerada,Educação,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,Huri,https://www.hurihouse.com/,São Paulo,Acelerada,Mercado Imobiliário,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,IA Explica/S3 Tecnologia,https://iaexplica.com.br/,Amapá,Acelerada,Tecnologia da Informação e Comunicação,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,Inko Criativo,https://www.inkocriativo.com/,Rio de Janeiro,Acelerada,Educação,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,INova Contrato,http://www.inovacontrato.com.br,Espírito Santo,Graduada,Jurídico,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,Intlet,https://intlet.app/,Paraná,Graduada,Eventos,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,IZZA,http://www.izzaweb.com.br,Rio Grande do Sul,Graduada,Varejo,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,Jacarandá Tijolos Ecológicos,http://jacarandatijoloecologico.com.br,Bahia,Acelerada,Construção civil,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,Jobia,http://www.jobia.co,Bahia,Acelerada,Recursos Humanos,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,KONNE,https://konnenetwork.com/,São Paulo,Acelerada,Tecnologia da Informação e Comunicação,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,Labnow,https://www.labnow.com.br/,São Paulo,Acelerada,Saúde,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,Letter,http://www.letter.app.br,Minas Gerais,Acelerada,Setor financeiro,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,LIbrattum inteligência financeira,http://www.librattum.com.br,Santa Catarina,Graduada,Setor financeiro,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,LiciteGov,http://www.licitegov.com.br,Alagoas,Acelerada,Gestão Pública,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,Lumitz | Educação Empreendedora,https://linktr.ee/sejalumitz,Pernambuco,Graduada,Educação,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,Lunatic Monkey,http://www.lunaticmonkey.com,São Paulo,Graduada,Tecnologia da Informação e Comunicação,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,Madiba Pet,http://www.madibapet.com.br,São Paulo,Graduada,Pet,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,MAIS SOLIDÁRIO PROGRAMAS EDUCACIONAIS,https://www.maissolidario.com.br,Bahia,Graduada,Educação,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,Mapping Me,https://mappingme.ai/,Rio Grande do Sul,Graduada,Recursos Humanos,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,Match Jobs,https://www.matchjobsonline.com/,Minas Gerais,Acelerada,Recursos Humanos,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,Matech,https://www.linkedin.com/company/matech-solution/,Pernambuco,Acelerada,Outros serviços,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,MedEOR Medtech,http://www.medeor.cc,Santa Catarina,Graduada,Saúde,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,Medical AI - App de recomendação para prescrição médica,http://www.medicalai.com.br,Santa Catarina,Graduada,Saúde,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,Medme,http://www.medme.care,Paraná,Graduada,Saúde,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,Megalo Educação Digital em Saúde,https://portalmegalo.com.br/,Rio de Janeiro,Graduada,Saúde,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,Meliva.ai,https://meliva.ai/,Goiás,Graduada,Marketing e Mídia,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,Meta Safety,https://metasafety.com.br/,Rio Grande do Sul,Graduada,Educação,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,Moradia Legal - seu imóvel urbano ou rural 100% reguolar,https://moradialegal.com.br/,Bahia,Graduada,Mercado Imobiliário,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,Mundo do Código,https://www.mundodocodigo.com.br/,Minas Gerais,Acelerada,Educação,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,My Journey Tecnologia da Informação LTDA,https://myjourney.com.br,São Paulo,Acelerada,Saúde,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,Netcred Meios de Pagamento,https://netcredbrasil.com.br,Santa Catarina,Graduada,Setor financeiro,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,New Forte Saúde,http://Newfortesaude,Amapá,Graduada,Saúde,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,Nossobb,http://www.nossobb.com.br,Espírito Santo,Acelerada,Outros serviços,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,NUMYY LOGTECH,http://NUMYYY.COM.BR,Minas Gerais,Acelerada,Serviços Logísticos,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,Nuprego Tecnologia,https://nuprego.com/,Amazonas,Graduada,Automóveis,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,OBRAZAP,https://obrazap.com/,Goiás,Graduada,Setor financeiro,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,Openi,http://openi.com.br/,Rio de Janeiro,Acelerada,Setor financeiro,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,Pagaíou Serviços Financeiros,https://pagaiou.com.br/,Mato Grosso do Sul,Graduada,Setor financeiro,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,PÉD' AÇAÍ MARKETPLACE,https://www.xn--pediaai-yxa.com.br/,Amapá,Acelerada,Agronegócio,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,Peplus,http://www.peplus.me,Paraná,Acelerada,Saúde,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,PERSONAL FIT,https://apppersonalfit.com.br/ig,Goiás,Graduada,Saúde,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,PETIAU,http://www.petiau.pet,Paraná,Acelerada,Pet,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,planttcê,http://www.planttce.com.br,Paraná,Acelerada,Agronegócio,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,PortasPsi,https://beacons.ai/portas,Pernambuco,Graduada,Saúde,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,"Predator Sports - Desempenho no atleta, precisão no esporte",https://www.linkedin.com/company/predator-sports/,Rio de Janeiro,Acelerada,Outros serviços,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,PROTEGE QUIMICA - COMERCIO DE EPIS LTDA,http://www.instagram.com/protegequimica?igsh=eXFmNnE5ajJ6eThu,Rio Grande do Sul,Graduada,Agricultura,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,RedCheck,https://redcheck.com.br/,Goiás,Acelerada,Saúde,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,Registra Contratos,https://www.registracontratos.com.br/,Goiás,Acelerada,Jurídico,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,Rookie Music,https://www.rookieapp.com.br/,São Paulo,Graduada,Eventos,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,Ryd,http://ryd.com.br,Minas Gerais,Acelerada,Serviços Logísticos,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,Serviço Fácil,http://www.servicofacil.com,Pernambuco,Graduada,Serviços domésticos,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,Seven Pesquisa e Estatísticas,https://www.instagram.com/sevenestatistica/,Santa Catarina,Acelerada,Tecnologia da Informação e Comunicação,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,Smart E-tag,http://fabrasoftware.com.br,Paraná,Graduada,Tecnologia da Informação e Comunicação,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,Solução em secagem-transformação de lodo em biofertilizante,https://comercianteweb.com.br/gv/,Goiás,Acelerada,Saneamento,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,STARTLAW,http://THESTARTLAW.COM,Paraná,Graduada,Jurídico,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,Suprimentes Aceleradora de Resultados,http://www.suprimentes.com.br,São Paulo,Graduada,Educação,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,Ta de Clinicagem,https://www.tadeclinicagem.com.br/,São Paulo,Graduada,Saúde,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,Tô Na Roça App,,São Paulo,Acelerada,Agronegócio,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,Trackid ASSET MANAGEMENT 4.0,http://www.infraid.com.br,São Paulo,Acelerada,Tecnologia da Informação e Comunicação,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,TRADING FOOD,https://www.tradingfood.com.br/,Paraná,Acelerada,Alimentício,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,Tratamento de cárie sem uso da broca/AG3 P&D,,Pernambuco,Acelerada,Saúde,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,Treino Vip,https://www.treinovip.com.br/treinovip,Rio de Janeiro,Graduada,Saúde,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,Trilha do Aprendiz,http://www.trilhadoaprendiz.com,Amazonas,Acelerada,Outros serviços,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,Trip Evolved,https://tripevolved.com.br,Rio Grande do Sul,Graduada,Turismo e Hotelaria,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,UCloset,http://ucloset.net,Amazonas,Acelerada,Comércio Eletrônico,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,Updairy,http://www.updairy.co,Santa Catarina,Acelerada,Agricultura,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,Vélos Edu,https://velosedu.com/,Santa Catarina,Acelerada,Educação,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,vendorup,http://www.vendorup.co,São Paulo,Graduada,Eventos,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,Venn Metrics,https://venn.com.br/,São Paulo,Graduada,Setor financeiro,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,Virtutis Energy,https://www.virtutisenergy.com/,Ceará,Acelerada,Energia,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,Viver+,,Bahia,Graduada,Saúde,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,Vivmais Saúde & Longevidade,http://www.vivmais.com.br,São Paulo,Graduada,Saúde,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,"VRX - ""Experiência na Realidade Virtual""",,Minas Gerais,Graduada,Varejo,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,YAAD,https://meellostudio.com.br/,São Paulo,Graduada,Educação,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,Yapuana,https://yapuana.com/,Rio de Janeiro,Graduada,Tecnologias Sustentáveis e Verdes,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,YouCreator,https://www.youcreator.com.br/,Amapá,Acelerada,Construção civil,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,YouWe,http://www.youwe.com.br,Rio Grande do Sul,Graduada,Recursos Humanos,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,ZCARBON - Soluções para Descarbonização,https://www.instagram.com/zcarbon_/,Maranhão,Acelerada,Preservação Ambiental,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva Brasil,zeroAI,http://zeroai.com.br,Santa Catarina,Graduada,Marketing e Mídia,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva de Impacto Socioambiental,Álibidavez,https://www.instagram.com/alibidavez/,Distrito Federal,Graduada,Vestuário,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva de Impacto Socioambiental,Amazon Bioprotein,https://www.instagram.com/amznbioprotein/,Amapá,Acelerada,Alimentos,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva de Impacto Socioambiental,BlueC,https://www.instagram.com/bluec_ocean/,Ceará,Graduada,Agricultura,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva de Impacto Socioambiental,BOTSMAKER - INSTITUTO PENSAR E CRIAR,http://www.institutopensarecriar.com.br,Rio de Janeiro,Graduada,Educação,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva de Impacto Socioambiental,Box24x7,http://www.box24x7.com,São Paulo,Graduada,Outros serviços,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva de Impacto Socioambiental,Cais Impactaê,https://www.impactae.org/2024,Bahia,Graduada,Educação,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva de Impacto Socioambiental,CARVÃO DE AÇAÍ,https://www.instagram.com/carvao_acai?igsh=czhxeXVqbm9haHNt&utm_source=qr,Amapá,Acelerada,Preservação Ambiental,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva de Impacto Socioambiental,Casgen Biotecnologia em Mudas,http://www.casgenbiotecnologia.com,Rio de Janeiro,Acelerada,Agricultura,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva de Impacto Socioambiental,CIPÓ,https://www.ciposolutions.com/,São Paulo,Acelerada,Tecnologia da Informação e Comunicação,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva de Impacto Socioambiental,Cocais Tech,https://www.instagram.com/p/C3C4_lSOVU8/?igsh=MTMwa3lvY3A5aG1raA==,Maranhão,Acelerada,Tecnologias Sustentáveis e Verdes,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva de Impacto Socioambiental,Compre consciente,http://www.compreconsciente.com.br,São Paulo,Graduada,Comércio Físico,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva de Impacto Socioambiental,Connect Carbon,https://connectcarbon.com.br/,Santa Catarina,Graduada,Preservação Ambiental,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva de Impacto Socioambiental,daNatureza Produtos Biodegradáveis,https://instagram.com/__danatureza?igshid=1afktiud9832q,São Paulo,Graduada,Agronegócio,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva de Impacto Socioambiental,DINAM,http://www.dinam.com.br,Pará,Acelerada,Alimentos,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva de Impacto Socioambiental,Diversa.bio,https://diversa.bio,São Paulo,Graduada,Agricultura,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva de Impacto Socioambiental,Drop Intermediação de Serviços Ltda.,https://www.instagram.com/drop.eco.br?igsh=MWhoZ2Q0bGx6a2Jjag==,Espírito Santo,Acelerada,Automóveis,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva de Impacto Socioambiental,e.feito Social,https://efeito.social/,Paraná,Graduada,Tecnologias Sustentáveis e Verdes,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva de Impacto Socioambiental,ecaves brasil,http://www.ecavesbrasil.com.br,Paraná,Acelerada,Turismo e Hotelaria,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva de Impacto Socioambiental,Eco.Cities,https://www.instagram.com/ecologica.residuos/,Amapá,Acelerada,Saneamento,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva de Impacto Socioambiental,Ecoama Greentech,https://ecoama.eco/,Rio de Janeiro,Graduada,Cosméticos,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva de Impacto Socioambiental,EcoBanho,,São Paulo,Acelerada,Energia,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva de Impacto Socioambiental,EcoBio Microalgas,,Rio Grande do Sul,Graduada,Agronegócio,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva de Impacto Socioambiental,Ecra Sustentabilidade Urbana / DogGrama,http://ecrasustentabilidadeurbana.com.br,São Paulo,Acelerada,Preservação Ambiental,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva de Impacto Socioambiental,FisioPelvis Mulher,https://www.instagram.com/fisiopelvismulher/,Rio de Janeiro,Acelerada,Saúde,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva de Impacto Socioambiental,FitoFit,https://fitofithealth.com.br,Minas Gerais,Acelerada,Saúde,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva de Impacto Socioambiental,Green Balance (Twinmate),https://www.twinmate.io/,São Paulo,Graduada,Tecnologias Sustentáveis e Verdes,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva de Impacto Socioambiental,Green Colors,https://www.instagram.com/tintasgreencolors/,Amapá,Acelerada,Construção civil,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva de Impacto Socioambiental,Greenneat limpeza sustentável,http://www.greenneat.eco.br,São Paulo,Acelerada,Tecnologias Sustentáveis e Verdes,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva de Impacto Socioambiental,GUMPee,http://www.gumpee.com.br,Santa Catarina,Graduada,Educação,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva de Impacto Socioambiental,Hambis - hábitos ambientais,http://hambis.com.br,Goiás,Acelerada,Preservação Ambiental,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva de Impacto Socioambiental,Hbaw,http://www.hbaw.com.br,São Paulo,Acelerada,Saúde,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva de Impacto Socioambiental,IDA - INTELIGÊNCIA DE DESLOCAMENTO E ACESSO,https://www.idameguia.com.br/,Rio Grande do Sul,Graduada,Turismo e Hotelaria,,,,,,,,,,,,,,,,,,
2024,2024.1,InovAtiva de Impacto Socioambiental,iMicro-Biotech: biotecnologia para agricultura,https://www.instagram.com/imicrobiotech?igsh=dG10NWhydGg0d3E5,Rio de Janeiro,Graduada,Agronegócio,,,,,,,,,,,,,,,,,,
